"","ds","tv_spend","digital_spend","social_spend","search_spend","radio_spend","nps_score","type","solID","cluster","top_sol"
"51",2022-12-18,14801.6233274288,15016.0923760971,712.512152816151,2626.25147225532,4218.70302024153,38.2693447394717,"adstockedMedia","1_12_4",4,FALSE
"52",2022-12-25,14354.0077140461,16180.6992427661,3189.75626239608,3161.35192340796,3434.65455879378,41.9038228368805,"adstockedMedia","1_12_4",4,FALSE
"53",2023-01-01,26860.8753241418,18680.2134739881,4736.16550188496,5938.21822541612,4509.67856340147,32.0025032215738,"adstockedMedia","1_12_4",4,FALSE
"54",2023-01-08,24753.1272573132,7529.60069198884,1988.10440627369,3454.19043167624,3019.35682172986,48.1715329206413,"adstockedMedia","1_12_4",4,FALSE
"55",2023-01-15,22022.1570161528,6867.85513505516,3400.88307276087,2486.97547000155,5004.98652580319,59.3349362101691,"adstockedMedia","1_12_4",4,FALSE
"56",2023-01-22,29920.0884830821,21612.2297521076,6845.63873747643,1530.24438797946,3331.14382836639,52.6738001121488,"adstockedMedia","1_12_4",4,FALSE
"57",2023-01-29,17908.6448267319,11192.8638893094,2923.99202158635,791.206394172115,5264.737423978,65.3765609997435,"adstockedMedia","1_12_4",4,FALSE
"58",2023-02-05,16534.3054915079,21667.6350177315,2010.17977451641,907.89454520496,3485.70429439153,43.7689917617487,"adstockedMedia","1_12_4",4,FALSE
"59",2023-02-12,21164.0824074208,11200.2572479311,3293.85121005115,928.015457201107,2686.61003094097,51.9097385438211,"adstockedMedia","1_12_4",4,FALSE
"60",2023-02-19,22318.2128412933,8419.37244721588,1686.89961272823,2225.25367667303,1769.73045949048,44.2507028541182,"adstockedMedia","1_12_4",4,FALSE
"61",2023-02-26,11899.3304737774,13738.0594477031,11607.2446414858,1040.35602692157,1431.50412140291,53.5890872080203,"adstockedMedia","1_12_4",4,FALSE
"62",2023-03-05,13973.4971118547,13656.4174284296,4749.24841457052,2614.95098554998,1868.25062972534,56.8273293950881,"adstockedMedia","1_12_4",4,FALSE
"63",2023-03-12,16507.9064081277,11534.943932248,2375.14677414437,8611.32723293972,2402.38015093059,58.3607408028129,"adstockedMedia","1_12_4",4,FALSE
"64",2023-03-19,22167.4080257136,23014.8641598462,4187.84299627463,7187.2790232206,3825.1389328365,38.8133281913913,"adstockedMedia","1_12_4",4,FALSE
"65",2023-03-26,22605.9004267936,12234.0324290394,3529.33725719346,3524.94875213724,2924.21700096314,37.6934291609616,"adstockedMedia","1_12_4",4,FALSE
"66",2023-04-02,19931.468361362,12007.4920656624,3197.31150649735,12268.4546622345,3139.26474362066,39.7089565724946,"adstockedMedia","1_12_4",4,FALSE
"67",2023-04-09,9347.01925664297,15882.8573903322,2507.35732859151,5194.53978509901,2975.69855305722,45.6409593233041,"adstockedMedia","1_12_4",4,FALSE
"68",2023-04-16,16093.7262594111,15595.5417724756,2342.68425442904,3995.12343673684,3318.95902681411,50.5180937546241,"adstockedMedia","1_12_4",4,FALSE
"69",2023-04-23,18954.7601117392,11348.1883130948,1019.29999659948,3070.27742808381,2317.08011316618,58.8214676199461,"adstockedMedia","1_12_4",4,FALSE
"70",2023-04-30,51287.5355459027,9832.05573054867,8370.95155222056,3082.29978106535,1877.58444089879,41.4892202729301,"adstockedMedia","1_12_4",4,FALSE
"71",2023-05-07,28151.4206049338,16725.6817370085,6009.48445677116,2236.12616490841,1573.57636165463,29.6342088431711,"adstockedMedia","1_12_4",4,FALSE
"72",2023-05-14,24912.3737629716,19730.181569718,4888.79190146685,2507.93077755682,3791.8093601435,72.7814215066972,"adstockedMedia","1_12_4",4,FALSE
"73",2023-05-21,32941.5145498441,17227.2986449821,3571.50449991484,7216.88794779138,5428.43906943778,40.3887390316701,"adstockedMedia","1_12_4",4,FALSE
"74",2023-05-28,30950.6125411098,11245.3494741528,1832.18152394112,7289.22078777046,3453.453714841,58.6529348018349,"adstockedMedia","1_12_4",4,FALSE
"75",2023-06-04,38233.2612761055,9903.69996065279,1945.99694932715,1782.56085039772,2448.03885573383,52.0614591227248,"adstockedMedia","1_12_4",4,FALSE
"76",2023-06-11,17022.0669195608,11725.6812278019,1066.53987508053,1019.50831383897,3255.71864918737,53.575694649944,"adstockedMedia","1_12_4",4,FALSE
"77",2023-06-18,12189.8255725351,13120.4714512668,2048.74020523344,1490.25003569951,5443.4383211513,50.8251233391961,"adstockedMedia","1_12_4",4,FALSE
"78",2023-06-25,13104.1687961187,16061.5583237165,1481.72979844389,5098.0919590695,7188.89327112865,45.772042306291,"adstockedMedia","1_12_4",4,FALSE
"79",2023-07-02,8428.80804916946,13257.3471786153,10031.7109204467,6930.56583772737,4331.50132283978,55.1396860736801,"adstockedMedia","1_12_4",4,FALSE
"80",2023-07-09,16584.4055994747,17887.0488739317,7311.54728052539,5630.48290267428,3031.04804979351,45.7827479450196,"adstockedMedia","1_12_4",4,FALSE
"81",2023-07-16,12426.8222199525,19596.8936908003,4371.13820982715,2072.23276233477,3067.48915459018,63.5414495334508,"adstockedMedia","1_12_4",4,FALSE
"82",2023-07-23,34370.7487751778,23825.0947478993,2066.00574249264,2051.08012813625,3149.30262473288,59.2667075797699,"adstockedMedia","1_12_4",4,FALSE
"83",2023-07-30,18848.3118990362,17311.4051953974,1544.06927830629,4003.4751019954,2610.81806116606,58.9625613203334,"adstockedMedia","1_12_4",4,FALSE
"84",2023-08-06,16873.3268158011,16386.1054770786,3041.77198501294,2904.18245159746,1846.56209412476,45.6124615825657,"adstockedMedia","1_12_4",4,FALSE
"85",2023-08-13,26511.5228448226,13712.2201046439,6689.14493513034,2452.42649169642,2084.0689498438,46.7133995350055,"adstockedMedia","1_12_4",4,FALSE
"86",2023-08-20,14037.1178053246,9923.35088449293,1632.31077330579,2379.47424674766,5452.031575378,35.3947488069573,"adstockedMedia","1_12_4",4,FALSE
"87",2023-08-27,8512.75061865063,27087.1860344452,5194.63769248678,5984.13402202067,3505.35735731188,43.6303121559542,"adstockedMedia","1_12_4",4,FALSE
"88",2023-09-03,17608.499458983,25589.2877572524,2512.3523297791,5090.90920233382,3234.21093594089,36.7868948899261,"adstockedMedia","1_12_4",4,FALSE
"89",2023-09-10,21175.6415587492,22428.7310671653,2513.72403422239,3017.00644929122,2350.91042370487,63.8596299644988,"adstockedMedia","1_12_4",4,FALSE
"90",2023-09-17,27531.2827993652,16608.5402037662,3746.93050455041,3820.22538839257,3282.12075122972,53.1191190616268,"adstockedMedia","1_12_4",4,FALSE
"91",2023-09-24,26829.9574071399,10779.258008937,2042.64236856672,1578.38425637111,6207.63170442214,52.7499150585216,"adstockedMedia","1_12_4",4,FALSE
"92",2023-10-01,24449.7242649512,17957.072141931,2986.6542182057,1949.9025324937,5131.11412242438,47.9890988453858,"adstockedMedia","1_12_4",4,FALSE
"93",2023-10-08,16299.8059897832,14241.136702459,1836.92765138366,5541.03358660782,5468.315183898,52.3048852098802,"adstockedMedia","1_12_4",4,FALSE
"94",2023-10-15,20510.1874167814,15702.249736428,2264.41834009201,1699.22583404371,5117.85963677979,80.2157924080256,"adstockedMedia","1_12_4",4,FALSE
"95",2023-10-22,22401.8695869951,11612.6194455788,5947.19220362755,4223.80624783975,4445.63592020208,51.6133473280671,"adstockedMedia","1_12_4",4,FALSE
"96",2023-10-29,15441.6733387573,13749.2146570742,4274.83622405246,1134.84295931344,5680.83106376017,42.701880546675,"adstockedMedia","1_12_4",4,FALSE
"97",2023-11-05,40021.7132967149,11078.4987605038,6161.77057482336,7672.73652129598,4948.27701473619,55.433961297232,"adstockedMedia","1_12_4",4,FALSE
"98",2023-11-12,30329.6864400742,10188.844498352,2601.34317919337,3198.62305678439,3548.60193841807,20.8312217008987,"adstockedMedia","1_12_4",4,FALSE
"99",2023-11-19,16509.153959439,13129.3555951309,5331.06522055551,4027.47040180619,3163.48497373422,46.2313712965878,"adstockedMedia","1_12_4",4,FALSE
"100",2023-11-26,26103.4851947088,7870.51192080275,1257.71461812119,3574.12483704768,3244.2460987911,45.1153479016624,"adstockedMedia","1_12_4",4,FALSE
"101",2023-12-03,31157.7554101138,5937.95254689245,3602.50750847376,3553.56855166316,2465.31852920096,37.5315137176355,"adstockedMedia","1_12_4",4,FALSE
"102",2023-12-10,26914.9770407352,7266.22543499056,5679.91803717636,3891.42884258885,2657.58489434315,54.282285452928,"adstockedMedia","1_12_4",4,FALSE
"103",2023-12-17,19997.0510173475,9807.51428960601,1268.46825946362,1253.11698925114,2588.85360046138,51.5415147556288,"adstockedMedia","1_12_4",4,FALSE
"104",2023-12-24,14443.6480752873,16770.6268140489,2062.36417635866,3109.02069075416,3347.8085167438,28.8900481044513,"adstockedMedia","1_12_4",4,FALSE
"105",2022-01-02,148.418461858603,274.56840917916,144.491204118522,6.4335523384569,62.0584891533458,3430.94041710987,"decompMedia","1_12_4",4,FALSE
"106",2022-01-09,150.310923492696,584.101009174992,192.279218378398,15.0563304361577,91.2992411305732,6712.84535375754,"decompMedia","1_12_4",4,FALSE
"107",2022-01-16,136.495167257787,598.702351893287,152.970582631261,6.77874069418961,82.0707411950727,5438.88568172412,"decompMedia","1_12_4",4,FALSE
"108",2022-01-23,132.246111770972,1048.3199306068,251.463771877954,11.4071995220388,255.384181502922,5785.35943026473,"decompMedia","1_12_4",4,FALSE
"109",2022-01-30,700.978491445735,959.195796549132,87.4877397905578,19.518543587143,131.790222465924,6927.56934905113,"decompMedia","1_12_4",4,FALSE
"110",2022-02-06,559.083632261506,557.022912514289,170.645915026507,14.4999999897916,693.454982815441,8002.58179913586,"decompMedia","1_12_4",4,FALSE
"111",2022-02-13,198.328411165226,330.364613717855,266.032452369801,8.43623007692905,731.413939892348,8573.25650805023,"decompMedia","1_12_4",4,FALSE
"112",2022-02-20,318.657521724184,652.12144503678,246.657454650354,10.6151980810795,651.967810287741,4608.51722896843,"decompMedia","1_12_4",4,FALSE
"113",2022-02-27,278.957229922799,559.995900989239,209.224298611576,5.65833044633937,996.991698988123,6523.97672332284,"decompMedia","1_12_4",4,FALSE
"114",2022-03-06,38.794414320369,806.171049884817,206.666293432635,8.17480986459098,343.791522339024,8197.74038878875,"decompMedia","1_12_4",4,FALSE
"115",2022-03-13,34.659833518526,818.23455283264,284.351050829814,7.29598158168983,137.807231090416,4263.62276866021,"decompMedia","1_12_4",4,FALSE
"116",2022-03-20,178.795639583135,670.226341055492,440.821908674681,10.1511854824304,422.10340694923,6544.42586263431,"decompMedia","1_12_4",4,FALSE
"117",2022-03-27,670.185793984559,419.930968306152,164.613377524064,6.41317058661197,230.445957795059,6455.62621805897,"decompMedia","1_12_4",4,FALSE
"118",2022-04-03,267.271722572925,211.018727032383,440.82822189164,10.3634857455094,166.596370971146,6985.11094715161,"decompMedia","1_12_4",4,FALSE
"119",2022-04-10,125.510379974296,516.766868118484,159.873167358812,6.41593696626888,68.9971269268525,5428.73421609302,"decompMedia","1_12_4",4,FALSE
"120",2022-04-17,185.817374398539,285.008143482235,9.16340616565625,13.957273807093,55.7785110128012,4083.18256253642,"decompMedia","1_12_4",4,FALSE
"121",2022-04-24,100.986284717467,262.471803801367,93.3466239345517,7.67811743153833,624.540650692999,3011.92015372232,"decompMedia","1_12_4",4,FALSE
"122",2022-05-01,113.019262536085,518.734794534856,249.442933658605,1.59374575907053,705.542196341459,7231.2586046941,"decompMedia","1_12_4",4,FALSE
"123",2022-05-08,158.384200863088,587.084591610423,427.059345637133,2.36950948755337,609.365435201577,7909.67169899611,"decompMedia","1_12_4",4,FALSE
"124",2022-05-15,58.5069915314362,329.423235359763,135.517474251977,7.0297381368501,336.765075462507,7084.25995549064,"decompMedia","1_12_4",4,FALSE
"125",2022-05-22,332.403064037379,858.098153867743,277.778195592526,20.8188617783564,395.500556969,5805.51723731861,"decompMedia","1_12_4",4,FALSE
"126",2022-05-29,76.7609456910582,1003.41295300303,47.9278598285184,16.6169437813881,964.168262990991,3830.3526162586,"decompMedia","1_12_4",4,FALSE
"127",2022-06-05,30.6633618726551,910.390858828601,420.960022570851,3.15854626802649,468.630460965998,6816.6621506917,"decompMedia","1_12_4",4,FALSE
"128",2022-06-12,152.886011156093,870.72181150959,389.300952898078,1.61137981107619,411.649109912412,4893.17081197697,"decompMedia","1_12_4",4,FALSE
"129",2022-06-19,359.822605502311,855.22375116837,166.636789251613,15.2677786736626,1443.39931583467,5160.51523535934,"decompMedia","1_12_4",4,FALSE
"130",2022-06-26,273.930755111751,974.377395743783,387.949268106506,13.9012808947417,1247.69210844012,5394.6673061503,"decompMedia","1_12_4",4,FALSE
"131",2022-07-03,190.462769039664,934.465257433575,218.319741677719,26.5553488684005,641.120664163333,5994.16232544078,"decompMedia","1_12_4",4,FALSE
"132",2022-07-10,138.454448227049,560.606915970509,378.898280371082,10.799818845077,780.057063698867,5269.22431287459,"decompMedia","1_12_4",4,FALSE
"133",2022-07-17,104.228943141766,519.946317998914,233.516617099501,4.75221651697357,274.139033882242,6301.36730522862,"decompMedia","1_12_4",4,FALSE
"134",2022-07-24,448.499666820209,1265.28015359023,213.316456625171,7.88915691876204,300.466993052991,5525.49001229143,"decompMedia","1_12_4",4,FALSE
"135",2022-07-31,338.583391712281,629.027237178053,131.011740037018,5.63193271964373,585.911664298414,7203.26122995186,"decompMedia","1_12_4",4,FALSE
"136",2022-08-07,162.649617590033,487.122367751408,297.872205232322,15.166306853085,631.755665907958,7831.47823798949,"decompMedia","1_12_4",4,FALSE
"137",2022-08-14,88.1874087051114,905.693118526783,234.18328641689,7.09789244191125,769.145863348331,6826.87627987069,"decompMedia","1_12_4",4,FALSE
"138",2022-08-21,287.433218254693,557.505967460302,289.231782568835,6.4659222673755,966.768624675263,7105.71684440105,"decompMedia","1_12_4",4,FALSE
"139",2022-08-28,524.324713767101,794.328501825286,37.1284344324699,3.44707484346843,865.886540363374,8922.28976874593,"decompMedia","1_12_4",4,FALSE
"140",2022-09-04,566.707103500847,691.996950774317,376.156325850307,12.4599803398838,799.504072998996,5267.21783810861,"decompMedia","1_12_4",4,FALSE
"141",2022-09-11,150.163736057756,471.336679812684,411.878735264754,4.86139908960511,666.081964234045,4386.13285587035,"decompMedia","1_12_4",4,FALSE
"142",2022-09-18,126.075331746697,173.597977883149,262.414325544572,10.1758100846653,277.882860676432,7044.97720073148,"decompMedia","1_12_4",4,FALSE
"143",2022-09-25,98.7723258014242,491.456783947237,436.471802262332,22.9438236558736,823.864447762824,8757.82136943596,"decompMedia","1_12_4",4,FALSE
"144",2022-10-02,126.388431942497,359.219711843164,429.268869831575,5.49201134477166,583.771470720726,6539.47795258452,"decompMedia","1_12_4",4,FALSE
"145",2022-10-09,371.429681093058,476.095382469965,339.176286959609,19.0352300633902,781.649281381132,8474.12562621626,"decompMedia","1_12_4",4,FALSE
"146",2022-10-16,698.609152604233,710.673860180781,396.164116392843,12.3953399726394,1036.54658680585,6943.84985022947,"decompMedia","1_12_4",4,FALSE
"147",2022-10-23,421.149133004806,901.755630081958,374.272235230405,4.21525795471357,545.809259023416,5557.98485168308,"decompMedia","1_12_4",4,FALSE
"148",2022-10-30,145.140009498137,609.088228519597,42.7079467469041,8.00704503521379,339.421203078579,4828.19911440556,"decompMedia","1_12_4",4,FALSE
"149",2022-11-06,166.109592427294,436.303157519537,138.175510287354,13.1213441081216,273.883283531143,7028.31768248536,"decompMedia","1_12_4",4,FALSE
"150",2022-11-13,712.389971516989,252.891544485373,312.341469641238,5.47392603869361,961.300548325079,5221.73264539592,"decompMedia","1_12_4",4,FALSE
"151",2022-11-20,348.936558999647,775.64921468521,413.889826976722,10.7180719807687,430.950915468571,6362.82445807199,"decompMedia","1_12_4",4,FALSE
"152",2022-11-27,178.269051633437,1259.89530979862,81.3177432763955,20.6686279160608,1200.9153609606,8307.69399776495,"decompMedia","1_12_4",4,FALSE
"153",2022-12-04,146.870928037284,1154.29642774354,13.9837185743275,8.55880214182436,868.993273438306,6371.46883227164,"decompMedia","1_12_4",4,FALSE
"154",2022-12-11,248.257805655776,1159.26443678519,169.289327673468,3.82759451699256,726.602009335089,8026.55023277808,"decompMedia","1_12_4",4,FALSE
"155",2022-12-18,94.0495151329832,713.311857750635,10.4992233123404,6.53528858313576,978.17602395155,4974.56642761376,"decompMedia","1_12_4",4,FALSE
"156",2022-12-25,87.1142502761521,774.873907210629,162.545758606399,8.17043533228198,706.037274372192,5440.44241335752,"decompMedia","1_12_4",4,FALSE
"157",2023-01-01,384.447315725671,895.492434392411,259.588680015245,16.0921947679795,1078.66409982311,4127.17779132079,"decompMedia","1_12_4",4,FALSE
"158",2023-01-08,321.063336753791,268.799363797104,76.7374821086433,9.06067480183034,566.196182331204,6196.79117965354,"decompMedia","1_12_4",4,FALSE
"159",2023-01-15,245.878097110086,230.794093315502,177.31360224541,6.11061759641145,1245.83631550328,7396.58508280328,"decompMedia","1_12_4",4,FALSE
"160",2023-01-22,482.99537112161,1016.95016396653,346.169662728869,3.27635061288556,670.680829550627,6703.01890948036,"decompMedia","1_12_4",4,FALSE
"161",2023-01-29,150.339495109623,491.269051514658,143.539351691849,1.3431068102143,1330.75425967972,7971.32238967453,"decompMedia","1_12_4",4,FALSE
"162",2023-02-05,123.692117919743,1019.04607998788,78.2369993139468,1.62208193039563,723.566660272591,5671.80520385903,"decompMedia","1_12_4",4,FALSE
"163",2023-02-12,224.090852488099,491.719665866212,169.870822735497,1.67142401515901,459.422115251007,6619.27293509874,"decompMedia","1_12_4",4,FALSE
"164",2023-02-19,253.608392437581,321.646284573788,57.0966780964149,5.31725934305748,206.935971552122,5730.69597876258,"decompMedia","1_12_4",4,FALSE
"165",2023-02-26,54.325906606732,642.119237851197,428.790139531077,1.95297809787839,135.27520399912,6802.18764233062,"decompMedia","1_12_4",4,FALSE
"166",2023-03-05,81.4519829783595,637.452082481211,260.28503731924,6.50079044947584,230.281442728907,7143.07867691132,"decompMedia","1_12_4",4,FALSE
"167",2023-03-12,123.207244532394,512.065302589027,103.832368622364,22.2105378942719,373.575189803518,7299.16806815769,"decompMedia","1_12_4",4,FALSE
"168",2023-03-19,249.65730547434,1067.86643186209,228.426176218555,19.1444222884301,841.162509571436,5045.54009045495,"decompMedia","1_12_4",4,FALSE
"169",2023-03-26,261.222344892282,554.153559114292,186.111885928183,9.27471968900204,535.085519499314,4898.95820104465,"decompMedia","1_12_4",4,FALSE
"170",2023-04-02,194.463173589273,540.583597577745,163.080044636714,28.3487533554699,605.963694971952,5161.44703587324,"decompMedia","1_12_4",4,FALSE
"171",2023-04-09,29.3530128878635,759.445361853579,113.353065390738,14.1114156906633,551.868057258811,5898.66517682975,"decompMedia","1_12_4",4,FALSE
"172",2023-04-16,115.734193263546,744.354527878579,101.508632484863,10.6823877303271,666.537208384996,6464.47607642415,"decompMedia","1_12_4",4,FALSE
"173",2023-04-23,172.443540902551,500.725655191354,21.628568058747,7.89248413900468,348.981616696894,7345.40773352413,"decompMedia","1_12_4",4,FALSE
"174",2023-04-30,1200.43821847116,407.831532070591,384.158421239594,7.92919595152882,232.54755088722,5388.29586761467,"decompMedia","1_12_4",4,FALSE
"175",2023-05-07,425.18888200166,802.52949632228,317.563259493867,5.35004973767047,163.714672015066,3793.9787947873,"decompMedia","1_12_4",4,FALSE
"176",2023-05-14,325.701117588923,941.418383736138,267.576361186289,6.17443181890472,829.562463752491,8610.65307431966,"decompMedia","1_12_4",4,FALSE
"177",2023-05-21,585.687662401021,827.319312013214,188.965562193312,19.212582768656,1383.10747614798,5248.62738916903,"decompMedia","1_12_4",4,FALSE
"178",2023-05-28,517.548958668757,494.466947038058,66.3630955433544,19.3782881922901,712.486012390523,7328.52846072477,"decompMedia","1_12_4",4,FALSE
"179",2023-06-04,771.046560154152,412.234032536402,73.897131618282,4.00163576734143,386.974701528563,6635.97236182874,"decompMedia","1_12_4",4,FALSE
