"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"11","digital_spend",49.4325646450032,2156.66960204395,0.000274284989924177,20.7372077119611,0.000271454730441224,2156.66960204395,0.000274284989924177,20.7372077119611,0.000271454730441224,TRUE,0.279919317879686,0.279919317879686,9001.90346153846,936197.96,NA,NA,0.0776022704580647,0.0776022704580647,0.69150454508,-0.128582617838689,-0.175213563162549,-0.326644256787773,0.216922072131442,0.247116681211624,0.265076381596857,0.247116681211624,0.23413995753183,0,104834.242458441,0.460965511,227396.58932533,1e-04,"1_4_2",1,4,2,14,4,20.7372077119611,12930.2137496032,3928.31028806472,0.00230364697872654,0.00230364697872654,434.094290155865,434.094290155865,1,FALSE,0.00657705775125368,0.0031492756240977,0,0.037473978019193,0.408863849700186
"12","social_spend",214.423245968848,4425.56344896407,0.000562842646299412,42.5534947015776,0.000557034852232592,4425.56344896407,0.000562842646299412,42.5534947015776,0.000557034852232592,TRUE,0.123629892191629,0.123629892191629,3975.80403846154,413483.62,NA,NA,0.15924264494216,0.15924264494216,0.69150454508,-0.128582617838689,-0.175213563162549,-0.326644256787773,0.216922072131442,0.247116681211624,0.265076381596857,0.247116681211624,0.23413995753183,0,104834.242458441,0.460965511,227396.58932533,1e-04,"1_4_2",1,4,2,14,4,42.5534947015776,5741.87239980876,1766.06836134722,0.0107031167255527,0.0107031167255527,93.4307291643933,93.4307291643933,1,FALSE,0.0202288358106068,0.00304560273696287,0,0.0501055109870661,0.13009503481824
"13","search_spend",203.430190166419,4086.94074773952,0.000519776650420651,39.2975071898031,0.000514413240653761,4086.94074773952,0.000519776650420651,39.2975071898031,0.000514413240653761,TRUE,0.0923196134107861,0.0923196134107861,2968.89923076923,308765.52,NA,NA,0.147058168275561,0.147058168275561,0.69150454508,-0.128582617838689,-0.175213563162549,-0.326644256787773,0.216922072131442,0.247116681211624,0.265076381596857,0.247116681211624,0.23413995753183,0,104834.242458441,0.460965511,227396.58932533,1e-04,"1_4_2",1,4,2,14,4,39.2975071898031,3587.7259132335,618.826682464265,0.0132363896970734,0.0132363896970734,75.5493018025225,75.5493018025225,1,FALSE,0.0276953823041613,0.00314104786983297,0,0.0584575172289423,0.0773894782727141
"14","radio_spend",194.478943067854,4068.64854584218,0.000517450250304311,39.1216206330979,0.000512110845919532,4068.64854584218,0.000517450250304311,39.1216206330979,0.000512110845919532,TRUE,0.0494500947304111,0.0494500947304111,1590.26173076923,165387.22,NA,NA,0.146399969913807,0.146399969913807,0.69150454508,-0.128582617838689,-0.175213563162549,-0.326644256787773,0.216922072131442,0.247116681211624,0.265076381596857,0.247116681211624,0.23413995753183,0,104834.242458441,0.460965511,227396.58932533,1e-04,"1_4_2",1,4,2,14,4,39.1216206330979,2893.15580548329,1302.89407471406,0.0246007433091999,0.0246007433092,40.6491782557655,40.6491782557655,1,FALSE,0.0690303370990145,0.0231406382814058,0,0.296139688085649,0.24090866427351
"15","nps_score",831.331575661926,45459.2832554891,0.0057815063734728,437.108492841241,0.00572184884994663,45459.2832554891,0.0057815063734728,437.108492841241,0.00572184884994663,TRUE,NA,NA,NA,NA,41.3673076923077,41.3673076923077,NA,NA,0.69150454508,-0.128582617838689,-0.175213563162549,-0.326644256787773,0.216922072131442,0.247116681211624,0.265076381596857,0.247116681211624,0.23413995753183,0,104834.242458441,0.460965511,227396.58932533,1e-04,"1_4_2",1,4,2,14,4,437.108492841241,60.4259186010555,19.0586109087478,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.393320105593135
"16","(Intercept)",74111.4481155812,7707590.60402045,0.980314045581386,74111.4481155812,0.966945876915532,7707590.60402045,0.980314045581386,74111.4481155812,0.966945876915532,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"17","trend",0.0054095419459002,39749.6842121084,0.00505568805382949,382.208502039504,0.00498674556450154,39749.6842121084,0.00505568805382949,382.208502039504,0.00498674556450154,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"18","season",0.0505516994820264,56.7375252791537,7.21633981359498e-06,0.545553127684171,7.11793334047234e-06,56.7375252791537,7.21633981359498e-06,0.545553127684171,7.11793334047234e-06,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"19","weekday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"20","holiday",0.0310078258674562,-60.3658620600531,-7.67782118840488e-06,-2.51524425250221,-3.28168605692267e-05,-60.3658620600531,-7.67782118840488e-06,-2.51524425250221,-3.28168605692267e-05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"21","bounce_rate",-2308.34467763325,-108899.622684365,-0.0138507395061059,0,0,-108899.622684365,-0.0138507395061059,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"22","session_duration",2.77925169936873,52744.5831655858,0.00670848496786897,507.159453515248,0.0066170039175392,52744.5831655858,0.00670848496786897,507.159453515248,0.0066170039175392,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"23","pages_per_session",149.826156036905,55257.3846079709,0.00702808348759865,531.321005845875,0.00693224419417692,55257.3846079709,0.00702808348759865,531.321005845875,0.00693224419417692,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"24","conversion_rate",6872.31135105448,22419.541320545,0.00285149956467048,215.572512697548,0.00281261475290741,22419.541320545,0.00285149956467048,215.572512697548,0.00281261475290741,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"25","tv_spend",390.23345222098,19231.7269721159,0.00244604741483252,184.920451654961,0.00241269159936344,19231.7269721159,0.00244604741483252,184.920451654961,0.00241269159936344,TRUE,0.454681081787487,0.454681081787487,14622.0533653846,1520693.55,NA,NA,0.433177964209307,0.433177964209307,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,184.920451654961,28168.2784292949,13546.2250639102,0.0126466814908999,0.0126466814908999,79.0721266064588,79.0721266064588,3,FALSE,0.0882915590314787,0.0170088100607047,0,0.240349531114091,0.615358073911445
"26","digital_spend",98.5148280348834,3305.24997298632,0.000420388567470857,31.7812497402531,0.000414655888947604,3305.24997298632,0.000420388567470857,31.7812497402531,0.000414655888947604,TRUE,0.279919317879686,0.279919317879686,9001.90346153846,936197.96,NA,NA,0.0744478879393926,0.0744478879393926,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,31.7812497402531,11736.8589901702,2734.95552863175,0.00353050328478213,0.00353050328478212,283.245735618034,283.245735618034,3,FALSE,0.0508150490290302,0.00812552897570542,0,0.123605907500809,0.126672124819453
"27","social_spend",362.654132018005,11638.4095581625,0.00148026756275093,111.907784213101,0.00146008171869551,11638.4095581625,0.00148026756275093,111.907784213101,0.00146008171869551,TRUE,0.123629892191629,0.123629892191629,3975.80403846154,413483.62,NA,NA,0.262145077576685,0.262145077576685,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,111.907784213101,5402.04104171654,1426.23700325501,0.0281472082453049,0.0281472082453049,35.5275020984295,35.5275020984295,3,FALSE,0.0313492365752347,0.00458554264560494,0,0.0722301355828593,0.24704249898138
"28","search_spend",275.697846684197,3824.13829967229,0.000486385004084023,36.770560573772,0.000479752357331236,3824.13829967229,0.000486385004084023,36.770560573772,0.000479752357331236,TRUE,0.0923196134107861,0.0923196134107861,2968.89923076923,308765.52,NA,NA,0.0861353972999245,0.0861353972999245,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,36.770560573772,3769.51724038465,800.618009615416,0.0123852504634335,0.0123852504634335,80.7412012338727,80.7412012338727,3,FALSE,0.0103650410148119,0.00388652155696508,0,0.0450798972200484,0.0376683444997363
"29","radio_spend",209.038035810115,6397.3018159336,0.000813660863190078,61.5125174609,0.000802565280397037,6397.3018159336,0.000813660863190078,61.5125174609,0.000802565280397037,TRUE,0.0494500947304111,0.0494500947304111,1590.26173076923,165387.22,NA,NA,0.144093672974691,0.144093672974691,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,61.5125174609,3224.01942253075,1633.75769176151,0.038680750640428,0.038680750640428,25.8526523772998,25.8526523772998,3,FALSE,0.295127535108944,0.0412692979900808,0,0.664576723952386,0.395101371502692
"30","nps_score",1203.86922263142,49113.4656750649,0.00624664991979868,472.244862260239,0.00616146673783694,49113.4656750649,0.00624664991979868,472.244862260239,0.00616146673783694,TRUE,NA,NA,NA,NA,41.3673076923077,41.3673076923077,NA,NA,0.69883388234,-0.0898080570402457,-0.128191620495115,-0.25908070320639,0.213163122325882,0.248051263684998,0.256610386009867,0.248051263684998,0.266201052968116,0,76702.7784346665,0.3372421186,227396.58932533,1e-04,"1_4_3",1,4,3,15,6,472.244862260239,65.2699541526057,23.902646460298,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.376202362551867
"31","(Intercept)",74122.2844660822,7708717.58447255,0.980448224778525,74122.2844660822,0.968055312294188,7708717.58447255,0.980448224778525,74122.2844660822,0.968055312294188,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","trend",0.00649018678114596,47690.3363737983,0.00606558809872143,458.560926671138,0.00598891877486145,47690.3363737983,0.00606558809872143,458.560926671138,0.00598891877486145,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","season",0.0467381054338557,52.4572757340431,6.67188054388676e-06,0.504396882058107,6.58754765450342e-06,52.4572757340431,6.67188054388676e-06,0.504396882058107,6.58754765450342e-06,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","weekday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","holiday",0.028563860221066,-55.6079634018197,-7.07260687700933e-06,-2.31699847507582,-3.02605714129204e-05,-55.6079634018197,-7.07260687700933e-06,-2.31699847507582,-3.02605714129204e-05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","bounce_rate",-2137.48957692583,-100839.277025841,-0.012825439389177,0,0,-100839.277025841,-0.012825439389177,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","session_duration",2.56914620966705,48757.2053841371,0.00620127990683291,468.81928253978,0.00612289543202434,48757.2053841371,0.00620127990683291,468.81928253978,0.00612289543202434,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","pages_per_session",138.096152273865,50931.2419201242,0.0064777889680295,489.723480001194,0.006395909405454,50931.2419201242,0.0064777889680295,489.723480001194,0.006395909405454,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","conversion_rate",6360.00408695468,20748.2413328722,0.00263890538979745,199.502320508387,0.0026055494993754,20748.2413328722,0.00263890538979745,199.502320508387,0.0026055494993754,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","tv_spend",360.383574687135,17760.6467978901,0.00225892237367536,170.775449979712,0.00223036948676265,17760.6467978901,0.00225892237367536,170.775449979712,0.00223036948676265,TRUE,0.454681081787487,0.454681081787487,14622.0533653846,1520693.55,NA,NA,0.432217784581121,0.432217784581121,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,170.775449979712,28168.2784292949,13546.2250639102,0.0116793069832446,0.0116793069832446,85.6215185913531,85.6215185913531,NA,NA,NA,NA,NA,NA,0.615358073911445
"41","digital_spend",90.9512768774275,3051.48688211426,0.000388109288441209,29.3412200203294,0.000383203568460844,3051.48688211426,0.000388109288441209,29.3412200203294,0.000383203568460844,TRUE,0.279919317879686,0.279919317879686,9001.90346153846,936197.96,NA,NA,0.0742600714306454,0.0742600714306454,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,29.3412200203294,11736.8589901702,2734.95552863175,0.00325944619887258,0.00325944619887258,306.800584818947,306.800584818947,NA,NA,NA,NA,NA,NA,0.126672124819453
"42","social_spend",336.619221727015,10802.8890938279,0.00137398644047582,103.873933594499,0.00135661918611078,10802.8890938279,0.00137398644047582,103.873933594499,0.00135661918611078,TRUE,0.123629892191629,0.123629892191629,3975.80403846154,413483.62,NA,NA,0.262895875603164,0.262895875603164,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,103.873933594499,5402.04104171654,1426.23700325501,0.0261265224819011,0.0261265224819011,38.2752814000692,38.2752814000692,NA,NA,NA,NA,NA,NA,0.24704249898138
"43","search_spend",256.58525995528,3559.03222142431,0.000452662428631933,34.2214636675415,0.000446940753870117,3559.03222142431,0.000452662428631933,34.2214636675415,0.000446940753870117,TRUE,0.0923196134107861,0.0923196134107861,2968.89923076923,308765.52,NA,NA,0.0866115428960385,0.0866115428960385,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,34.2214636675415,3769.51724038465,800.618009615416,0.0115266504544429,0.0115266504544429,86.7554719345679,86.755471934568,NA,NA,NA,NA,NA,NA,0.0376683444997363
"44","radio_spend",193.371079173386,5917.83763730275,0.000752671678841639,56.9022849740649,0.000743157872799071,5917.83763730275,0.000752671678841639,56.9022849740649,0.000743157872799071,TRUE,0.0494500947304111,0.0494500947304111,1590.26173076923,165387.22,NA,NA,0.144014725489031,0.144014725489031,0.69883388234,-0.101096792157533,-0.138004855264764,-0.267470321156751,0.214264299076991,0.249127727505981,0.257463901081209,0.249127727505981,0.266777793240866,0,83570.7001513615,0.3674475346,227396.58932533,1e-04,"1_12_1",1,12,1,45,7,56.9022849740649,3224.01942253075,1633.75769176151,0.0357817105656818,0.0357817105656818,27.9472385246752,27.9472385246752,NA,NA,NA,NA,NA,NA,0.395101371502692
